Jul - Jun reference period,Police Region,Police Service Area,Local Government Area,CSA Offence Division,CSA Offence Subdivision,CSA Offence Group,Offence Count,LGA ERP,Victorian ERP
2017,1 North West Metro,Banyule,Banyule,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,143,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,121,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",52,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,196,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,135,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,234,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,4,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,5,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,27,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,4,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,3,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,16,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,16,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,24,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,68,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,71,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,58,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,10,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,24,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,53,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,B Property and deception offences,B10 Arson,B11 Cause damage by fire,32,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,B Property and deception offences,B10 Arson,B19 Other fire related offences,1,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,B Property and deception offences,B20 Property damage,B21 Criminal damage,655,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,B Property and deception offences,B20 Property damage,B22 Graffiti,46,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,B Property and deception offences,B20 Property damage,B29 Other property damage offences,8,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,74,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,3,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,824,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,245,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,442,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1557,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,B Property and deception offences,B40 Theft,B43 Steal from a retail store,410,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,68,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,441,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,B Property and deception offences,B40 Theft,B46 Fare evasion,1,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,B Property and deception offences,B40 Theft,B49 Other theft,660,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,48,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,359,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,B Property and deception offences,B50 Deception,B54 State false information,27,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,4,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,B Property and deception offences,B50 Deception,B59 Other deception offences,5,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,1,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,64,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,19,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,23,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,C Drug offences,C30 Drug use and possession,C31 Drug use,12,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,C Drug offences,C30 Drug use and possession,C32 Drug possession,304,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,35,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,173,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,7,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,11,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,46,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,41,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,13,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,27,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,1,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,1,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,D Public order and security offences,D30 Public nuisance offences,D33 Begging,2,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,53,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,2,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,D Public order and security offences,D40 Public security offences,D43 Hacking,4,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,156,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,27,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,38,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,16,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,635,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,85,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,642,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,17,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,F Other offences,F10 Regulatory driving offences,F19 Other regulatory driving offences,1,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,F Other offences,F20 Transport regulation offences,F21 Public transport,16,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,1,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,2,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,2,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,2,"128,469","6,157,538"
2017,1 North West Metro,Banyule,Banyule,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,1,"128,469","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,10,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,315,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,269,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",139,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,508,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,277,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,321,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,16,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,25,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,215,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,33,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,2,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,3,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,16,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,13,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,38,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,19,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,147,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,79,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,21,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,6,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,49,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,114,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,B Property and deception offences,B10 Arson,B11 Cause damage by fire,97,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,B Property and deception offences,B10 Arson,B12 Cause a bushfire,6,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,B Property and deception offences,B20 Property damage,B21 Criminal damage,1294,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,B Property and deception offences,B20 Property damage,B22 Graffiti,27,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,B Property and deception offences,B20 Property damage,B29 Other property damage offences,12,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,161,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,9,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1204,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,421,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,1,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,872,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,2522,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,B Property and deception offences,B40 Theft,B43 Steal from a retail store,574,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,81,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,676,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,B Property and deception offences,B40 Theft,B46 Fare evasion,2,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,B Property and deception offences,B40 Theft,B49 Other theft,1461,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,84,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,943,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,B Property and deception offences,B50 Deception,B54 State false information,68,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,4,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,B Property and deception offences,B50 Deception,B59 Other deception offences,11,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,1,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,241,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,41,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,32,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,C Drug offences,C30 Drug use and possession,C31 Drug use,35,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,C Drug offences,C30 Drug use and possession,C32 Drug possession,940,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,244,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,467,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,10,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,56,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,131,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,44,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,26,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,81,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,3,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,4,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,D Public order and security offences,D30 Public nuisance offences,D33 Begging,1,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,60,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,2,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,3,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,276,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,22,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,22,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,42,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,1117,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,82,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,646,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,60,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,F Other offences,F20 Transport regulation offences,F21 Public transport,11,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,1,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,2,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,1,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,2,"203,260","6,157,538"
2017,1 North West Metro,Brimbank,Brimbank,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,2,"203,260","6,157,538"
2017,1 North West Metro,Darebin,Darebin,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,196,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,207,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",119,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,199,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,175,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,238,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,1,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,12,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,90,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,16,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,4,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,30,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,23,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,34,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,8,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,61,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,72,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,36,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,1,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,20,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,124,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,B Property and deception offences,B10 Arson,B11 Cause damage by fire,55,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,B Property and deception offences,B20 Property damage,B21 Criminal damage,982,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,B Property and deception offences,B20 Property damage,B22 Graffiti,110,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,B Property and deception offences,B20 Property damage,B29 Other property damage offences,8,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,72,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,4,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,1322,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,462,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary,2,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,1041,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,2681,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,B Property and deception offences,B40 Theft,B43 Steal from a retail store,1096,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,261,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,759,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,B Property and deception offences,B40 Theft,B46 Fare evasion,7,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,B Property and deception offences,B40 Theft,B49 Other theft,1356,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,194,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,1293,"156,312","6,157,538"
