Jul - Jun reference period,Police Region,Police Service Area,Local Government Area,CSA Offence Division,CSA Offence Subdivision,CSA Offence Group,Offence Count,LGA ERP,Victorian ERP
2017,1 North West Metro,Darebin,Darebin,B Property and deception offences,B50 Deception,B54 State false information,45,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,8,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,B Property and deception offences,B50 Deception,B59 Other deception offences,44,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,B Property and deception offences,B60 Bribery,B61 Bribery of officials,1,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,2,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,130,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,7,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,13,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,C Drug offences,C30 Drug use and possession,C31 Drug use,13,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,C Drug offences,C30 Drug use and possession,C32 Drug possession,576,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,87,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,301,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,2,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,5,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,97,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,73,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,16,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,99,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,4,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,3,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,8,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,83,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,2,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,7,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,338,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,13,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,3,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,11,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,645,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,97,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,199,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,12,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,F Other offences,F20 Transport regulation offences,F21 Public transport,24,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,1,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,2,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,2,"156,312","6,157,538"
2017,1 North West Metro,Darebin,Darebin,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,1,"156,312","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,141,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,78,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",41,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,145,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,94,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,115,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,4,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,10,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,36,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,5,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,1,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,25,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,21,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,40,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,9,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,72,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,34,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,13,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,14,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,39,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,B Property and deception offences,B10 Arson,B11 Cause damage by fire,29,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,B Property and deception offences,B10 Arson,B12 Cause a bushfire,1,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,B Property and deception offences,B20 Property damage,B21 Criminal damage,602,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,B Property and deception offences,B20 Property damage,B22 Graffiti,32,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,B Property and deception offences,B20 Property damage,B29 Other property damage offences,6,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,30,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,2,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,302,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,207,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,353,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,930,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,B Property and deception offences,B40 Theft,B43 Steal from a retail store,197,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,88,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,192,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,B Property and deception offences,B40 Theft,B46 Fare evasion,2,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,B Property and deception offences,B40 Theft,B49 Other theft,593,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,35,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,297,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,B Property and deception offences,B50 Deception,B54 State false information,17,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,B Property and deception offences,B50 Deception,B55 Deceptive business practices,1,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,1,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,B Property and deception offences,B50 Deception,B59 Other deception offences,3,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,33,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,4,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,2,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,C Drug offences,C30 Drug use and possession,C31 Drug use,5,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,C Drug offences,C30 Drug use and possession,C32 Drug possession,177,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,51,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,100,"94,434","6,157,538"
2017,1 North West Metro,Hobsons Bay,Hobsons Bay,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,1,"94,434","6,157,538"
