Jul - Jun reference period,Police Region,Local Government Area,"Rate per 100,000 population"
2010,4 Western,Pyrenees,4356.846473
2010,4 Western,Queenscliffe,14024.19091
2010,4 Western,Southern Grampians,4908.709967
2010,4 Western,Surf Coast,5139.012413
2010,4 Western,Swan Hill,9827.471166
2010,4 Western,Warrnambool,7874.575224
2010,4 Western,West Wimmera,2904.18477
2010,4 Western,Yarriambiack,4485.776805
2009,1 North West Metro,Banyule,5405.405405
2009,1 North West Metro,Brimbank,8084.273208
2009,1 North West Metro,Darebin,8559.473658
2009,1 North West Metro,Hobsons Bay,6723.754423
2009,1 North West Metro,Hume,7277.721798
2009,1 North West Metro,Maribyrnong,12033.89359
2009,1 North West Metro,Melbourne,35236.13484
2009,1 North West Metro,Melton,5276.429679
2009,1 North West Metro,Moonee Valley,6775.576033
2009,1 North West Metro,Moreland,6761.527905
2009,1 North West Metro,Nillumbik,3000.716732
2009,1 North West Metro,Whittlesea,6465.67431
2009,1 North West Metro,Wyndham,6242.460165
2009,1 North West Metro,Yarra,15911.06052
2009,2 Eastern,Alpine,3756.60502
2009,2 Eastern,Bass Coast,7755.330696
2009,2 Eastern,Baw Baw,5538.552671
2009,2 Eastern,Benalla,8096.549725
2009,2 Eastern,Boroondara,4299.871736
2009,2 Eastern,East Gippsland,8106.624666
2009,2 Eastern,Greater Shepparton,8071.365088
2009,2 Eastern,Indigo,3343.624778
2009,2 Eastern,Knox,5433.357989
2009,2 Eastern,Latrobe,10682.37767
2009,2 Eastern,Manningham,3283.435878
2009,2 Eastern,Mansfield,6319.319061
2009,2 Eastern,Maroondah,5971.078473
2009,2 Eastern,Mitchell,6720.977597
2009,2 Eastern,Moira,4857.853589
2009,2 Eastern,Monash,5290.771683
2009,2 Eastern,Murrindindi,7167.465548
2009,2 Eastern,South Gippsland,4174.255659
2009,2 Eastern,Strathbogie,5133.835215
2009,2 Eastern,Towong,3123.966942
2009,2 Eastern,Wangaratta,6543.46944
2009,2 Eastern,Wellington,7076.085385
2009,2 Eastern,Whitehorse,4365.891035
2009,2 Eastern,Wodonga,7012.177526
2009,2 Eastern,Yarra Ranges,4057.888571
2009,3 Southern Metro,Bayside,4577.754349
2009,3 Southern Metro,Cardinia,6288.205748
2009,3 Southern Metro,Casey,5483.26158
2009,3 Southern Metro,Frankston,9910.256813
2009,3 Southern Metro,Glen Eira,4325.254405
2009,3 Southern Metro,Greater Dandenong,9637.451348
2009,3 Southern Metro,Kingston,6677.850051
2009,3 Southern Metro,Mornington Peninsula,5780.87373
2009,3 Southern Metro,Port Phillip,11034.72164
2009,3 Southern Metro,Stonnington,9514.594749
2009,4 Western,Ararat,7889.163431
2009,4 Western,Ballarat,9646.569647
2009,4 Western,Buloke,2873.648348
2009,4 Western,Campaspe,5985.791848
2009,4 Western,Central Goldfields,7317.073171
2009,4 Western,Colac-Otway,6572.634811
2009,4 Western,Corangamite,3970.402454
2009,4 Western,Gannawarra,4943.696787
2009,4 Western,Glenelg,8062.015504
2009,4 Western,Golden Plains,2157.070397
2009,4 Western,Greater Bendigo,6279.607689
2009,4 Western,Greater Geelong,6633.751773
2009,4 Western,Hepburn,3745.837958
2009,4 Western,Hindmarsh,3535.26971
2009,4 Western,Horsham,12342.15039
2009,4 Western,Loddon,4934.762951
2009,4 Western,Macedon Ranges,4237.410418
2009,4 Western,Mildura,8669.92389
2009,4 Western,Moorabool,4578.734565
2009,4 Western,Mount Alexander,4563.705254
2009,4 Western,Moyne,2979.469204
2009,4 Western,Northern Grampians,8442.683833
2009,4 Western,Pyrenees,4299.955364
2009,4 Western,Queenscliffe,4176.182708
2009,4 Western,Southern Grampians,6033.765307
2009,4 Western,Surf Coast,5640.268242
2009,4 Western,Swan Hill,10274.20045
2009,4 Western,Warrnambool,7529.029841
2009,4 Western,West Wimmera,2529.929975
2009,4 Western,Yarriambiack,12223.42148
2008,1 North West Metro,Banyule,5305.191574
2008,1 North West Metro,Brimbank,8432.053433
2008,1 North West Metro,Darebin,9167.787675
2008,1 North West Metro,Hobsons Bay,7940.313169
2008,1 North West Metro,Hume,7772.622526
2008,1 North West Metro,Maribyrnong,11740.72273
2008,1 North West Metro,Melbourne,33572.38956
2008,1 North West Metro,Melton,5811.867923
2008,1 North West Metro,Moonee Valley,7334.643091
2008,1 North West Metro,Moreland,7379.310345
2008,1 North West Metro,Nillumbik,2627.992368
2008,1 North West Metro,Whittlesea,6495.673403
2008,1 North West Metro,Wyndham,6112.142369
2008,1 North West Metro,Yarra,17924.55317
2008,2 Eastern,Alpine,3216.518592
2008,2 Eastern,Bass Coast,6386.476538
2008,2 Eastern,Baw Baw,6143.847267
2008,2 Eastern,Benalla,6888.051044
2008,2 Eastern,Boroondara,4489.98825
2008,2 Eastern,East Gippsland,8351.844698
2008,2 Eastern,Greater Shepparton,8301.867879
2008,2 Eastern,Indigo,2974.616605
2008,2 Eastern,Knox,5802.48856
2008,2 Eastern,Latrobe,10762.60076
2008,2 Eastern,Manningham,2990.332269
2008,2 Eastern,Mansfield,5584.09061
2008,2 Eastern,Maroondah,6569.006286
2008,2 Eastern,Mitchell,7160.547335
2008,2 Eastern,Moira,4848.398169
2008,2 Eastern,Monash,5039.078689
2008,2 Eastern,Murrindindi,5455.338958
2008,2 Eastern,South Gippsland,3697.846061
2008,2 Eastern,Strathbogie,4041.038526
2008,2 Eastern,Towong,3654.100529
2008,2 Eastern,Wangaratta,7928.161452
2008,2 Eastern,Wellington,5998.931364
2008,2 Eastern,Whitehorse,4719.617948
2008,2 Eastern,Wodonga,7626.547999
2008,2 Eastern,Yarra Ranges,4087.494173
2008,3 Southern Metro,Bayside,4612.17726
2008,3 Southern Metro,Cardinia,6292.519679
2008,3 Southern Metro,Casey,5996.320449
2008,3 Southern Metro,Frankston,9480.387203
2008,3 Southern Metro,Glen Eira,4387.509406
2008,3 Southern Metro,Greater Dandenong,9414.647788
2008,3 Southern Metro,Kingston,5588.270304
2008,3 Southern Metro,Mornington Peninsula,5881.456756
2008,3 Southern Metro,Port Phillip,12034.47314
2008,3 Southern Metro,Stonnington,9555.869931
2008,4 Western,Ararat,7660.437236
2008,4 Western,Ballarat,9388.92674
2008,4 Western,Buloke,3505.670938
2008,4 Western,Campaspe,5918.902126
2008,4 Western,Central Goldfields,8044.050754
2008,4 Western,Colac-Otway,5644.307574
2008,4 Western,Corangamite,3408.271219
2008,4 Western,Gannawarra,5247.918929
2008,4 Western,Glenelg,7712.287712
2008,4 Western,Golden Plains,2050.870761
2008,4 Western,Greater Bendigo,7458.657113
2008,4 Western,Greater Geelong,6266.012524
2008,4 Western,Hepburn,4137.590752
2008,4 Western,Hindmarsh,4343.501326
2008,4 Western,Horsham,8384.050367
2008,4 Western,Loddon,4454.6851
2008,4 Western,Macedon Ranges,4854.129706
2008,4 Western,Mildura,8396.558467
2008,4 Western,Moorabool,5217.618319
2008,4 Western,Mount Alexander,5294.284902
2008,4 Western,Moyne,3180.212014
2008,4 Western,Northern Grampians,7752.130388
2008,4 Western,Pyrenees,3873.292298
2008,4 Western,Queenscliffe,5882.352941
2008,4 Western,Southern Grampians,5210.741597
2008,4 Western,Surf Coast,5036.569149
2008,4 Western,Swan Hill,10159.2296
2008,4 Western,Warrnambool,8177.688036
2008,4 Western,West Wimmera,2583.108715
2008,4 Western,Yarriambiack,3831.675182
